collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2009-08-17,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL0331,1
2009-02-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Providence Sacred Heart Medical Center and Children's Hospital,AALL05B1,1
2007-01-18,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Philadelphia,AALL03B1,1
2012-07-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Legacy Emanuel Children's Hospital,AALL08B1,3
2012-05-14,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Monash Medical Center-Clayton Campus,AALL0932,1
2012-10-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Alberta Children's Hospital,AALL0932,2
2009-06-01,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Sanford USD Medical Center - Sioux Falls,ANBL00B1,24
2010-05-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,University of Texas Southwestern Medical Center,AALL0232,1
2004-08-02,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Georgia Regents University Medical Center,CCG-1991,1
2000-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Alberta Hospital,P9749,2
2010-09-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Alabama,ANBL00B1,8
2012-06-21,Serum,Frozen,Blood,Not Specified,Pre-Therapy,East Tennessee Childrens Hospital,AEWS07B1,4
2011-08-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital Colorado,AALL08B1,1
2009-02-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,ABTR01B1,14
2007-11-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Vermont College of Medicine,AALL03B1,2
2011-03-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Central California,AALL0932,3
2015-01-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Cancer Centre of Southeastern Ontario at Kingston General Hospital,AALL08B1,4
2012-12-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Baylor College of Medicine,AALL08B1,1
2012-05-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Saint John Hospital and Medical Center,AALL1131,4
2013-02-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Rady Children's Hospital - San Diego,AALL08B1,3
2010-06-01,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Saint Christopher's Hospital for Children,AOST0331,5
2010-07-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kapiolani Medical Center for Women and Children,AOST0331,21
2008-01-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Washington University School of Medicine,AALL0331,1
2013-09-16,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Rochester,AALL1131,2
2008-03-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Southern California Permanente Medical Group,AALL0232,1
2014-12-22,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Rady Children's Hospital - San Diego,AALL08B1,1
2006-10-04,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital Medical Center of Akron,AALL03B1,1
2013-09-24,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Children's Hospital Colorado,AALL08B1,1
2009-09-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of North Carolina at Chapel Hill,ASCT0431,2
2013-06-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Saint Christopher's Hospital for Children,AALL08B1,1
2014-05-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Riley Hospital for Children,AEWS1031,1
2011-11-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,AALL0932,20
2005-09-09,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Hospital for Sick Children,AALL03B1,2
2014-05-14,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Methodist Children's Hospital of South Texas,AALL1131,1
2004-12-09,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Alberta Hospital,AEWS0031,1
2012-12-19,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Alabama,ANBL00B1,2
2006-09-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CancerCare Manitoba,ABTR01B1,17
2009-07-29,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Mission Hospital-Memorial Campus,AREN03B2,1
2012-04-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Stony Brook University Medical Center,AALL08B1,10
1997-05-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,CCG-B947,1
2014-09-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,BI-LO Charities Children's Cancer Center,AALL1131,1
2007-06-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Alberta Children's Hospital,POG-9900,2
2014-06-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Childrens Hospital of Orange County,AALL08B1,1
2007-09-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Nemours Children's Hospital,AALL0331,1
1997-12-13,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,CCG-B947,2
2011-12-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Kaiser Permanente-Oakland,ANBL00B1,9
2005-01-10,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of New Mexico,ANBL00B1,10
2014-11-03,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,Phoenix Childrens Hospital,ACCL1131,2
2013-03-05,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Christchurch Hospital,AALL0434,5
2007-11-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Virginia Commonwealth University/Massey Cancer Center,AALL0232,1
2011-04-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Newark Beth Israel Medical Center,AALL08B1,1
2002-04-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Advocate Children's Hospital-Park Ridge,CCG-B947,10
2013-08-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,University of Florida,AALL08B1,20
2002-12-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Nemours Children's Clinic-Jacksonville,ANBL00B1,40
2005-01-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,T C Thompson Children's Hospital,AALL02P2,2
2014-04-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,University of Rochester,AALL05B1,20
2005-09-14,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Duke University Medical Center,AGCT0132,2
2014-02-20,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,Maine Children's Cancer Program,ANBL00B1,26
2013-08-21,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Dana-Farber Cancer Institute,AREN03B2,1
1997-04-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Post-Therapy,Phoenix Childrens Hospital,CCG-1952,1
2013-07-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Saskatoon Cancer Centre,AALL0932,2
2012-01-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Arkansas Children's Hospital,AALL0932,1
2011-12-27,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,Southern Illinois University,AEWS07B1,8
2012-10-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Los Angeles,ARST0531,13
2015-02-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Vannie Cook Children's Clinic,AALL08B1,3
2011-08-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Texas Southwestern Medical Center,AALL0932,1
2012-06-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Starship Children's Hospital,AALL0434,18
2007-06-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,All Children's Hospital,AHOD0431,6
2007-03-19,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Seattle Children's Hospital,AREN03B2,1
2013-04-13,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Saint Vincent Hospital,AALL08B1,1
2011-11-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Dana-Farber Cancer Institute,ANBL00B1,2
2008-02-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Lurie Children's Hospital-Chicago,POG-9900,5
2013-01-24,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital New Orleans,AEWS1031,1
2010-05-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Philadelphia,AALL0331,2
2005-09-15,Tissue Slide,Fixed-Other,Ovary,Malignant,Pre-Therapy,University of Kentucky/Markey Cancer Center,ABTR01B1,1
2014-01-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Post-Therapy,Children's Healthcare of Atlanta - Egleston,D9902,1
2009-02-24,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital of Pittsburgh of UPMC,AALL03B1,2
2013-08-25,DNA,Frozen,Not Specified,Not Specified,On Therapy,Christchurch Hospital,AALL08B1,2
2006-01-23,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Rainbow Babies and Childrens Hospital,AHOD0031,5
2012-10-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Marshfield Clinic,AALL08B1,1
2010-12-13,Serum,Frozen,Blood,Not Specified,On Therapy,Johns Hopkins University/Sidney Kimmel Cancer Center,AHOD04B1,4
2001-01-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Tripler Army Medical Center,POG-9047,2
2009-10-30,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL03B1,2
2012-07-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL08B1,19
2010-04-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL03B1,2
2009-08-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Saint Mary's Hospital,AALL05B1,18
2008-06-12,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Maine Children's Cancer Program,AREN03B2,2
2011-05-31,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,St. Jude Children's Research Hospital,AREN03B2,1
2011-02-04,DNA,Frozen,Not Specified,Not Specified,On Therapy,New York Medical College,AALL08B1,1
2010-11-05,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Legacy Emanuel Children's Hospital,AALL0932,1
2008-04-04,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Sutter General Hospital,ANBL00B1,1
2011-01-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Pittsburgh of UPMC,AALL06N1,2
2001-06-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Kosair Children's Hospital,CCG-1952,1
2012-06-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,The Montreal Children's Hospital of the MUHC,AALL0932,20
1993-07-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,CCG-1882,2
2012-11-05,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Illinois,ACNS02B3,3
2007-06-19,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lucile Packard Children's Hospital Stanford University,AALL03B1,1
2014-07-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Hurley Medical Center,AALL1131,1
2012-12-04,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Loma Linda University Medical Center,AALL08B1,1
2001-03-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Riley Hospital for Children,CCG-B947,1
2008-08-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Rady Children's Hospital - San Diego,ASCT0431,2
2014-10-23,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Royal Children's Hospital,AALL08B1,1
2014-05-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Midwest Children's Cancer Center,AEWS07B1,1
2014-07-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,AEWS1031,5
2008-02-19,DNA,Frozen,Not Specified,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,AREN03B2,1
2007-07-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,University of Mississippi Medical Center,POG-9905,1
2011-01-20,DNA,Frozen,Not Specified,Not Specified,On Therapy,Lady Cilento Children's Hospital,AALL03B1,1
2007-10-18,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Philadelphia,AALL0434,1
2007-04-17,***,***,Bone Marrow,***,Pre-Therapy,Wake Forest University Health Sciences,AALL0331,1
2008-04-29,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Phoenix Childrens Hospital,AALL0331,2
2014-11-21,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Sanford USD Medical Center - Sioux Falls,D9902,1
2003-06-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,CCG-B947,2
2015-01-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Miller Children's and Women's Hospital Long Beach,AALL0932,1
2013-09-04,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Riley Hospital for Children,AHOD1221,1
2002-12-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,3
1995-07-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,East Tennessee Childrens Hospital,CCG-B925,1
2008-05-28,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Women's and Children's Hospital-Adelaide,AREN03B2,3
2005-01-21,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,University of North Carolina at Chapel Hill,CCG-1991,1
2013-05-20,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Lady Cilento Children's Hospital,AALL1131,1
2014-02-21,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Advocate Children's Hospital-Park Ridge,AALL08B1,1
2013-07-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Alfred I duPont Hospital for Children,AALL08B1,1
2014-01-13,Tissue Slide,Fixed-Formalin,Not Specified,Metastatic,Pre-Therapy,University of Minnesota Medical Center-Fairview,ANBL00B1,7
2014-09-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,ABTR01B1,9
2014-04-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,AOST06B1,10
2009-07-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Kaiser Permanente-Oakland,AALL05B1,20
2005-09-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Morristown Memorial Hospital,AALL0232,7
2003-10-20,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Brooklyn Hospital Center,CCG-B947,1
2012-09-14,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Children's Hospital of Alabama,AREN03B2,1
2006-02-23,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Carolinas Medical Center,AALL03B1,1
2005-09-02,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Southern California Permanente Medical Group,D9902,3
2008-04-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of North Carolina at Chapel Hill,AALL03B1,1
2014-06-20,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Baylor College of Medicine,AALL08B1,2
2006-12-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Weill Medical College of Cornell University,AALL0331,1
2007-01-16,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,State University of New York Upstate Medical University,AALL0331,1
2014-06-11,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Connecticut Children's Medical Center,AALL0434,20
2011-07-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Dana-Farber Cancer Institute,ARST0332,32
2014-04-21,***,***,Bone Marrow,***,Pre-Therapy,University of Chicago Comprehensive Cancer Center,AALL08B1,2
2011-03-07,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Saint Joseph's Regional Medical Center,ACNS02B3,9
2008-02-28,***,***,Bone Marrow,***,Pre-Therapy,Kaiser Permanente-Oakland,AALL03B1,1
2013-02-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Cook Children's Medical Center,AALL0932,2
2011-03-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lady Cilento Children's Hospital,AREN03B2,1
2011-01-07,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,BI-LO Charities Children's Cancer Center,AALL0631,1
2011-07-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL0932,1
2010-10-29,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,McMaster Children's Hospital at Hamilton Health Sciences,ANBL0532,24
2011-08-19,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Primary Children's Hospital,AALL08B1,3
2010-07-08,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,University of Kentucky/Markey Cancer Center,AREN03B2,2
2000-08-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,CCG-1961,1
2007-09-25,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Royal Children's Hospital,AALL0232,1
2010-04-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,L V Prasad Eye Institute,ARET0332,8
2006-09-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Advocate Children's Hospital-Oak Lawn,AALL03B1,2
2008-01-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Riley Hospital for Children,AALL03B1,20
2010-05-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,MedStar Georgetown University Hospital,AALL03B1,1
2012-02-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Healthcare of Atlanta - Egleston,ANBL00B1,30
2008-05-23,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Beaumont Children's Hospital-Royal Oak,AALL0331,2
2014-07-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,AEWS07B1,4
2013-05-29,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Mission Hospital-Memorial Campus,AALL1131,1
2013-03-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Duke University Medical Center,AALL08B1,6
2003-03-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Princess Margaret Hospital for Children,CCG-B947,1
2006-05-25,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Penn State Hershey Children's Hospital,AALL0331,17
1999-06-21,Tissue Slide,Fixed-Formalin,Lymph Node,Malignant,Pre-Therapy,Princess Margaret Hospital for Children,CCG-B947,11
2011-01-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Southern California Permanente Medical Group,AALL03B1,1
2009-02-27,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,University of Mississippi Medical Center,AALL03B1,2
2008-04-29,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Penn State Hershey Children's Hospital,ANBL0532,5
2006-06-08,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Hospital of Eastern Ontario,AALL0331,1
2004-11-10,Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Nemours Children's Clinic-Jacksonville,AEWS0031,1
2010-09-24,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,The Childrens Mercy Hospital,AREN03B2,2
2007-04-06,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,West Virginia University Charleston,AREN03B2,1
2013-03-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Duke University Medical Center,AALL0932,1
2007-12-17,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Therapeutic Relapse,Kaiser Permanente-Oakland,CCG-1961,8
2012-11-21,Tissue,Frozen,Ovary,Malignant,Pre-Therapy,Cook Children's Medical Center,ABTR01B1,2
2007-09-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,CancerCare Manitoba,AALL03B1,1
2013-10-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Miller Children's and Women's Hospital Long Beach,AALL08B1,1
