specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,CtepStudyID,CollectionProtocolStatus,ProtocolCategory,SpecimenCount
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0334,In Review,Central Nervous System Tumors,26
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0423,Complete,Central Nervous System Tumors,42
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0621,Complete,Central Nervous System Tumors,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0822,Closed To Accrual,Central Nervous System Tumors,41
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0831,Active,Central Nervous System Tumors,77
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0122,Closed To Accrual,Experimental Therapeutics,33
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0813,Complete,Experimental Therapeutics,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,36
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL1121,Complete,Experimental Therapeutics,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AE22,Complete,Epidemiology,17
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0031,Complete,Ewing Sarcoma,452
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS02B1,Complete,Ewing Sarcoma,939
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS02P1,Complete,Ewing Sarcoma,30
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0331,Closed To Accrual,Ewing Sarcoma,141
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0621,Complete,Ewing Sarcoma,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS07B1,Active,Ewing Sarcoma,60
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS1031,Active,Ewing Sarcoma,29
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT0132,Complete,Germ Cell Tumor,156
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT01P1,Complete,Germ Cell Tumor,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT0521,Complete,Germ Cell Tumor,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0031,Complete,Hodgkin Disease,958
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD00P1,Complete,Hodgkin Disease,26
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0321,Complete,Hodgkin Disease,21
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD03P1,Closed To Accrual And Intervention,Hodgkin Disease,82
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0431,Complete,Hodgkin Disease,137
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD04B1,Closed To Accrual,Hodgkin Disease,137
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0521,Complete,Hodgkin Disease,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,90
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,1079
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL00P3,Complete,Neuroblastoma,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,5
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0421,Complete,Neuroblastoma,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,44
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL1021,Complete,Neuroblastoma,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL0131,Complete,Non-Hodgkin Lymphoma,93
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL01P1,Complete,Non-Hodgkin Lymphoma,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL0221,Complete,Non-Hodgkin Lymphoma,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL04B1,Active,Non-Hodgkin Lymphoma,27
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0121,Complete,Osteosarcoma,50
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0221,Complete,Osteosarcoma,70
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,657
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST06B1,Active,Osteosarcoma,204
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST06P1,Complete,Osteosarcoma,27
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARAR0332,Closed To Accrual,Rare Tumors,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AREN03B2,Active,Renal Tumors,1307
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0321,Complete,Soft Tissue Sarcoma,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0331,Complete,Soft Tissue Sarcoma,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0332,Complete,Soft Tissue Sarcoma,25
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0431,Complete,Soft Tissue Sarcoma,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0531,Complete,Soft Tissue Sarcoma,36
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,23
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST1321,Active,Soft Tissue Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ASCT0631,Complete,Stem Cell Transplantation,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1881,Complete,Acute Lymphoblastic Leukemia,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1882,Complete,Acute Lymphoblastic Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1951,Complete,Acute Lymphoblastic Leukemia,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1952,Complete,Acute Lymphoblastic Leukemia,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1991,Complete,Acute Lymphoblastic Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-3881,Complete,Non-Hodgkin Lymphoma,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-3891,Complete,Neuroblastoma,21
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-4921,Administratively Complete,Renal Tumors,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5941,Complete,Non-Hodgkin Lymphoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5942,Complete,Hodgkin Disease,57
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5961,Complete,Non-Hodgkin Lymphoma,22
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-7951,Complete,Ewing Sarcoma,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9892,Complete,Unknown/Unspecified,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9921,Complete,Central Nervous System Tumors,35
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9931,Complete,Unknown/Unspecified,25
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9942,Complete,Central Nervous System Tumors,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-99701,Complete,Central Nervous System Tumors,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-99703,Complete,Central Nervous System Tumors,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B903,Complete,Unknown/Unspecified,22
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B944,Complete,Hodgkin Disease,51
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,894
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B9511,Complete,Ewing Sarcoma,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B961,Complete,Central Nervous System Tumors,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B971,Complete,Central Nervous System Tumors,20
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,23
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-E15,Complete,Acute Lymphoblastic Leukemia,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9502,Complete,Soft Tissue Sarcoma,35
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9602,Complete,Soft Tissue Sarcoma,113
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9802,Complete,Soft Tissue Sarcoma,10
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9803,Complete,Soft Tissue Sarcoma,58
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,344
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,INT-0128,Complete,Unknown/Unspecified,5
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,INT-0133,Complete,Unknown/Unspecified,17
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9346,Complete,Unknown/Unspecified,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,143
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9645,Complete,Liver Tumors,34
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9749,Complete,Germ Cell Tumor,10
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,110
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,483
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9934,Complete,Central Nervous System Tumors,16
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9046,Complete,Renal Tumors,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9900,Complete,Acute Lymphoblastic Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,A3961,Complete,Neuroblastoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,A3973,Complete,Neuroblastoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ABTR01B1,Active,Biopathology and Translational Research,26
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ABTR04B1,Active,Biopathology and Translational Research,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0121,Complete,Central Nervous System Tumors,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS02B3,Active,Central Nervous System Tumors,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0331,Active,Central Nervous System Tumors,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0831,Active,Central Nervous System Tumors,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ADVL0813,Complete,Experimental Therapeutics,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,AEWS0031,Complete,Ewing Sarcoma,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,AEWS1031,Active,Ewing Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,69
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,147
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,62
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,CCG-B947,Complete,Unknown/Unspecified,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,D9902,Active,Soft Tissue Sarcoma,31
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A3961,Complete,Neuroblastoma,13
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,14
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A5971,Complete,Non-Hodgkin Lymphoma,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A9952,Complete,Central Nervous System Tumors,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AALL0434,Closed To Accrual,Acute Lymphoblastic Leukemia,27
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AALL08B1,Active,Acute Lymphoblastic Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AALL0932,Active,Acute Lymphoblastic Leukemia,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AALL1131,Active,Acute Lymphoblastic Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AALL1231,Active,Acute Lymphoblastic Leukemia,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AAML0531,Complete,Acute Myeloid Leukemia,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AB9804,Closed To Accrual,Ewing Sarcoma,30
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ABTR01B1,Active,Biopathology and Translational Research,468
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ABTR04B1,Active,Biopathology and Translational Research,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0121,Complete,Central Nervous System Tumors,77
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0122,Complete,Central Nervous System Tumors,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0126,Complete,Central Nervous System Tumors,11
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0221,Closed To Accrual And Intervention,Central Nervous System Tumors,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0223,Complete,Central Nervous System Tumors,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS02B3,Active,Central Nervous System Tumors,585
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0331,Active,Central Nervous System Tumors,128
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,23
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0334,In Review,Central Nervous System Tumors,14
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0423,Complete,Central Nervous System Tumors,16
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0621,Complete,Central Nervous System Tumors,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0822,Closed To Accrual,Central Nervous System Tumors,28
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS0831,Active,Central Nervous System Tumors,99
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS1021,Closed To Accrual And Intervention,Central Nervous System Tumors,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ACNS1221,Active,Central Nervous System Tumors,36
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ADVL0122,Closed To Accrual,Experimental Therapeutics,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ADVL0813,Complete,Experimental Therapeutics,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ADVL0821,Complete,Experimental Therapeutics,9
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ADVL1121,Complete,Experimental Therapeutics,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,7
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AE22,Complete,Epidemiology,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS0031,Complete,Ewing Sarcoma,58
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS02B1,Complete,Ewing Sarcoma,76
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS02P1,Complete,Ewing Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS0331,Closed To Accrual,Ewing Sarcoma,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS0621,Complete,Ewing Sarcoma,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS07B1,Active,Ewing Sarcoma,114
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AEWS1031,Active,Ewing Sarcoma,33
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AGCT0132,Complete,Germ Cell Tumor,56
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AGCT01P1,Complete,Germ Cell Tumor,2
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AGCT0521,Complete,Germ Cell Tumor,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD0031,Complete,Hodgkin Disease,244
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD00P1,Complete,Hodgkin Disease,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD0321,Complete,Hodgkin Disease,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD03P1,Closed To Accrual And Intervention,Hodgkin Disease,64
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD0431,Complete,Hodgkin Disease,36
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,173
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD0521,Complete,Hodgkin Disease,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AHOD1221,Active,Hodgkin Disease,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL0032,Active,Neuroblastoma,129
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL00B1,Active,Neuroblastoma,800
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL00P3,Complete,Neuroblastoma,6
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL0421,Complete,Neuroblastoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,83
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL1021,Complete,Neuroblastoma,3
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,12
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL0131,Complete,Non-Hodgkin Lymphoma,10
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL01P1,Complete,Non-Hodgkin Lymphoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL0221,Complete,Non-Hodgkin Lymphoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL04B1,Active,Non-Hodgkin Lymphoma,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL1131,Active,Non-Hodgkin Lymphoma,14
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ANHL12P1,Active,Non-Hodgkin Lymphoma,4
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AOST0121,Complete,Osteosarcoma,33
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AOST0221,Complete,Osteosarcoma,11
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,149
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AOST06B1,Active,Osteosarcoma,136
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AOST06P1,Complete,Osteosarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,8
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARAR0332,Closed To Accrual,Rare Tumors,20
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,AREN03B2,Active,Renal Tumors,1573
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0321,Complete,Soft Tissue Sarcoma,11
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0331,Complete,Soft Tissue Sarcoma,72
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,154
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST03P1,Administratively Complete,Soft Tissue Sarcoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,25
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,127
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,36
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,19
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,ARST1321,Active,Soft Tissue Sarcoma,15
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,CCG-3891,Complete,Neuroblastoma,1
Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,CCG-4921,Administratively Complete,Renal Tumors,11
