specimenBiophysicalType	preservationType	fmaAnatomicSourceLocation	pathologicalStatus	diseaseStatus	CtepStudyID	CollectionProtocolStatus	ProtocolCategory	Race	SpecimenCount
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	Vietnamese	14
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS02B3	Active	Central Nervous System Tumors	White	1766
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0331	Active	Central Nervous System Tumors	American Indian, Aleutian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0331	Active	Central Nervous System Tumors	Black	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0331	Active	Central Nervous System Tumors	Unknown	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0331	Active	Central Nervous System Tumors	White	57
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Asian Indian, Pakistani	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Black	24
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Laotian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Other	26
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Unknown	18
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	Vietnamese	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0332	Temporarily Closed To Accrual	Central Nervous System Tumors	White	257
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0333	Temporarily Closed To Accrual	Central Nervous System Tumors	American Indian, Aleutian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0333	Temporarily Closed To Accrual	Central Nervous System Tumors	Black	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0333	Temporarily Closed To Accrual	Central Nervous System Tumors	White	34
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Black	16
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Filipino	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Other	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Other Asian	19
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	Unknown	57
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0334	In Review	Central Nervous System Tumors	White	177
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Black	60
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Chinese	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Guamanian, NOS	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Other	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Other Asian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	Unknown	15
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0822	Closed To Accrual	Central Nervous System Tumors	White	265
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	American Indian, Aleutian	9
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	Asian Indian, Pakistani	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	Black	74
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	Other	29
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	Other Asian	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	Unknown	76
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS0831	Active	Central Nervous System Tumors	White	669
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS1021	Closed To Accrual And Intervention	Central Nervous System Tumors	White	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS1221	Active	Central Nervous System Tumors	Black	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS1221	Active	Central Nervous System Tumors	Unknown	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ACNS1221	Active	Central Nervous System Tumors	White	29
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ADVL0813	Complete	Experimental Therapeutics	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ADVL1121	Complete	Experimental Therapeutics	White	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ADVL1221	Closed To Accrual And Intervention	Experimental Therapeutics	White	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AE22	Complete	Epidemiology	Black	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AE22	Complete	Epidemiology	Other Asian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AE22	Complete	Epidemiology	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEPI05N1	Closed To Accrual	Epidemiology	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS0031	Complete	Ewing Sarcoma	Asian Indian, Pakistani	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS0031	Complete	Ewing Sarcoma	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS02B1	Complete	Ewing Sarcoma	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS0331	Closed To Accrual	Ewing Sarcoma	Other	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS0331	Closed To Accrual	Ewing Sarcoma	Unknown	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS0331	Closed To Accrual	Ewing Sarcoma	White	15
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	American Indian, Aleutian	13
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Asian Indian, Pakistani	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Black	19
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Hawaiian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Korean	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Other	78
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Other Asian	15
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Unknown	77
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	Vietnamese	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	White	837
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	American Indian, Aleutian	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Asian Indian, Pakistani	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Black	9
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Hawaiian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Other	42
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Other Asian	11
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Unknown	23
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	Vietnamese	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AEWS1031	Active	Ewing Sarcoma	White	361
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Black	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Other	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Unknown	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	White	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT01P1	Complete	Germ Cell Tumor	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AGCT0521	Complete	Germ Cell Tumor	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Unknown/Unspecified	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	American Indian, Aleutian	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Black	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Filipino	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Hawaiian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	Other	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0031	Complete	Hodgkin Disease	White	30
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0321	Complete	Hodgkin Disease	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD03P1	Closed To Accrual And Intervention	Hodgkin Disease	Black	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD03P1	Closed To Accrual And Intervention	Hodgkin Disease	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	American Indian, Aleutian	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Asian Indian, Pakistani	15
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Black	140
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Filipino	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Other	81
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Other Asian	11
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	Unknown	81
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	1249
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD0521	Complete	Hodgkin Disease	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD1221	Active	Hodgkin Disease	White	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD1331	Active	Hodgkin Disease	Other	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AHOD1331	Active	Hodgkin Disease	White	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Black	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Unknown	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown/Unspecified	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Asian Indian, Pakistani	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	26
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Vietnamese	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	78
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00P3	Complete	Neuroblastoma	Asian Indian, Pakistani	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00P3	Complete	Neuroblastoma	Black	11
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00P3	Complete	Neuroblastoma	Other	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL00P3	Complete	Neuroblastoma	White	27
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Black	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	Unknown	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL0131	Complete	Non-Hodgkin Lymphoma	Black	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL0131	Complete	Non-Hodgkin Lymphoma	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL01P1	Complete	Non-Hodgkin Lymphoma	Asian Indian, Pakistani	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL0221	Complete	Non-Hodgkin Lymphoma	Other	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL04B1	Active	Non-Hodgkin Lymphoma	Black	9
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL04B1	Active	Non-Hodgkin Lymphoma	Other	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL04B1	Active	Non-Hodgkin Lymphoma	Unknown	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL04B1	Active	Non-Hodgkin Lymphoma	White	32
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL1131	Active	Non-Hodgkin Lymphoma	Black	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL1131	Active	Non-Hodgkin Lymphoma	Filipino	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ANHL1131	Active	Non-Hodgkin Lymphoma	White	44
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0121	Complete	Osteosarcoma	White	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	American Indian, Aleutian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Asian Indian, Pakistani	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Black	17
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Other	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Other Asian	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	Unknown	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST0331	Closed To Accrual And Intervention	Osteosarcoma	White	118
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Unknown/Unspecified	10
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	American Indian, Aleutian	27
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Asian Indian, Pakistani	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Black	219
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Chinese	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Filipino	12
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Other	109
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Other Asian	34
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Pacific Islander, NOS	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Polynesian, NOS	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Samoan	1
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	Unknown	89
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AOST06B1	Active	Osteosarcoma	White	1316
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Black	30
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Other	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	Unknown	10
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0331	Closed To Accrual And Intervention	Rare Tumors	White	28
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0332	Closed To Accrual	Rare Tumors	Black	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0332	Closed To Accrual	Rare Tumors	Other	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0332	Closed To Accrual	Rare Tumors	Unknown	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARAR0332	Closed To Accrual	Rare Tumors	White	18
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	American Indian, Aleutian	38
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Asian Indian, Pakistani	48
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Black	972
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Chinese	14
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Filipino	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Hmong	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Korean	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Other	284
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Other Asian	55
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Pacific Islander, NOS	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Polynesian, NOS	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Samoan	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Unknown	421
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Vietnamese	14
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	4826
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARET0321	Temporarily Closed To Accrual	Retinoblastoma	White	7
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0331	Complete	Soft Tissue Sarcoma	Black	18
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0331	Complete	Soft Tissue Sarcoma	Filipino	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0331	Complete	Soft Tissue Sarcoma	White	9
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	American Indian, Aleutian	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Black	26
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Filipino	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Other	19
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Other Asian	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	Unknown	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	White	130
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0431	Complete	Soft Tissue Sarcoma	Black	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0431	Complete	Soft Tissue Sarcoma	White	12
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	American Indian, Aleutian	3
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	Black	17
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	Chinese	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	Hmong	2
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	Other	6
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	Unknown	11
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	White	155
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	Asian Indian, Pakistani	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	Black	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	Other	8
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	Pacific Islander, NOS	4
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	Unknown	10
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	White	173
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	Black	5
Buffy Coat	Cryopreserved	Blood	Non-Malignant	Pre-Therapy	ARST0921	Closed To Accrual And Intervention	Soft Tissue Sarcoma	Other	3
